,original_index,word_count,parse_depth,fold_baseline,surprisal_baseline,fold_prosody,surprisal_prosody,sic
134,134,3,4,3,3.3515641689300537,3,1.0558336973190308,2.295730471611023
135,135,4,6,6,5.021211624145508,6,3.260595321655273,1.7606163024902348
136,136,16,6,10,10.44260597229004,10,12.38994598388672,-1.9473400115966797
137,137,15,6,4,13.713583946228027,4,13.342391967773438,0.37119197845458984
138,138,9,6,10,4.709222793579102,10,5.038740158081055,-0.3295173645019531
139,139,13,8,3,12.850643157958984,3,11.87197494506836,0.978668212890625
140,140,31,13,4,35.68096160888672,4,35.301307678222656,0.3796539306640625
141,141,19,9,10,18.389484405517575,10,16.842369079589844,1.5471153259277308
142,142,25,8,4,25.780000686645508,4,24.09807586669922,1.681924819946289
143,143,27,8,9,30.287277221679688,9,30.86596298217773,-0.5786857604980433
144,144,6,5,1,4.067378997802734,1,2.0827202796936035,1.9846587181091309
145,145,29,11,10,31.564884185791016,10,30.41576194763184,1.1491222381591761
146,146,6,7,5,5.705036163330078,5,3.6892127990722656,2.0158233642578125
147,147,7,6,2,4.776374340057373,2,3.0053837299346924,1.7709906101226807
148,148,22,9,9,19.33230400085449,9,17.58733367919922,1.7449703216552699
149,149,5,4,7,4.601634502410889,7,2.9424591064453125,1.6591753959655762
150,150,4,4,1,8.815789222717285,1,7.491952419281006,1.3238368034362793
151,151,23,11,8,15.656610488891602,8,15.059239387512209,0.5973711013793928
152,152,25,13,7,24.98653030395508,7,25.031400680541992,-0.04487037658691051
153,153,6,5,9,5.664770126342773,9,4.155112266540527,1.509657859802246
154,154,6,5,5,7.718198776245117,5,6.145194053649902,1.5730047225952148
155,155,10,9,10,8.65383243560791,10,7.183293342590332,1.4705390930175781
156,156,16,9,4,10.193007469177246,4,10.554166793823242,-0.3611593246459961
157,157,32,9,7,27.56235694885254,7,27.39293098449707,0.16942596435546875
158,158,8,4,3,6.354795455932617,3,5.389706611633301,0.9650888442993164
159,159,5,5,10,6.234401702880859,10,4.858589172363281,1.3758125305175781
160,160,9,7,7,6.125914573669434,7,5.10819149017334,1.0177230834960938
161,161,15,7,10,11.467150688171388,10,11.04031467437744,0.42683601379394887
162,162,31,20,10,31.796646118164062,10,29.669830322265625,2.1268157958984375
163,163,25,8,10,25.725048065185547,10,25.4144287109375,0.3106193542480469
164,164,4,4,7,3.3284709453582764,7,1.6521250009536743,1.676345944404602
165,165,8,7,3,5.809243679046631,3,4.33299732208252,1.4762463569641104
166,166,25,13,5,22.59293365478516,5,20.90473937988281,1.6881942749023509
167,167,4,4,2,3.3332114219665527,2,1.318150758743286,2.0150606632232666
168,168,6,5,5,4.015629291534424,5,2.784423351287842,1.231205940246582
169,169,43,14,6,49.421531677246094,6,48.2124252319336,1.209106445312493
170,170,6,6,5,4.7947998046875,5,2.855754852294922,1.9390449523925781
171,171,6,5,7,6.332607269287109,7,5.068628311157227,1.2639789581298828
172,172,5,4,3,3.3515641689300537,3,2.031575918197632,1.3199882507324219
173,173,4,4,4,3.323267698287964,4,1.2718417644500732,2.0514259338378906
174,174,5,4,10,3.24265718460083,10,3.743896007537842,-0.5012388229370117
175,175,7,5,6,8.950032234191895,6,8.086870193481445,0.8631620407104492
176,176,11,6,1,11.478254318237305,1,10.805885314941406,0.6723690032958984
177,177,10,7,4,9.673985481262209,4,8.727202415466309,0.9467830657959002
178,178,11,9,9,10.768253326416016,9,9.566096305847168,1.2021570205688477
179,179,7,4,9,3.280484199523926,9,2.9982452392578125,0.2822389602661133
180,180,7,5,2,4.517434120178223,2,4.0365891456604,0.48084497451782227
181,181,2,2,3,3.688875675201416,3,3.9913506507873535,-0.3024749755859375
182,182,7,6,3,5.071587085723877,3,3.860149383544922,1.211437702178955
183,183,40,9,7,38.65858459472656,7,37.5693588256836,1.0892257690429616
184,184,5,4,7,3.3284709453582764,7,2.558231830596924,0.7702391147613525
185,185,19,9,6,20.81981658935547,6,20.610095977783203,0.20972061157226562
186,186,13,9,2,10.518426895141602,2,9.0223970413208,1.4960298538208008
187,187,11,8,3,8.950206756591797,3,7.857279777526855,1.0929269790649423
188,188,10,8,5,7.879356384277344,5,7.975369930267334,-0.09601354598999023
189,189,2,2,10,3.7066361904144287,10,0.6977615356445312,3.0088746547698975
190,190,19,10,10,20.327375411987305,10,19.23470687866211,1.0926685333251953
191,191,7,6,9,4.997422218322754,9,3.075325489044189,1.922096729278565
192,192,7,6,10,4.709222793579102,10,2.948514223098755,1.7607085704803467
193,193,10,7,10,9.8955078125,10,9.211053848266602,0.6844539642333984
194,194,7,7,3,8.577679634094238,3,8.204811096191406,0.37286853790283203
195,195,30,10,8,25.026649475097656,8,24.598857879638672,0.4277915954589844
196,196,11,5,2,11.380571365356444,2,11.096345901489258,0.2842254638671857
197,197,27,11,10,28.35388946533203,10,26.8784236907959,1.4754657745361328
198,198,9,8,1,6.369875431060791,1,5.176048755645752,1.193826675415039
199,199,14,6,3,8.005971908569336,3,9.294790267944336,-1.288818359375
200,200,7,6,1,4.744963645935059,1,3.1422982215881348,1.6026654243469238
201,201,20,11,6,22.110315322875977,6,22.137348175048828,-0.027032852172851562
202,202,10,7,5,8.706710815429688,5,6.983769416809082,1.7229413986206055
203,203,9,5,10,6.845247745513916,10,5.629850387573242,1.2153973579406738
204,204,2,2,2,3.638136625289917,2,0.6692525744438171,2.9688840508461
205,205,1,3,7,4.505256652832031,7,0.6738373041152954,3.831419348716736
206,206,1,2,10,3.7066361904144287,10,0.5747212767601013,3.1319149136543274
207,207,5,4,10,4.919278144836426,10,4.138267993927002,0.7810101509094238
208,208,4,4,5,6.259262561798096,5,4.055278301239014,2.203984260559082
209,209,5,4,8,3.339218854904175,8,1.61962628364563,1.7195925712585447
210,210,3,4,1,3.3324010372161865,1,1.145366907119751,2.1870341300964355
211,211,15,12,9,19.012365341186523,9,17.810504913330078,1.2018604278564453
212,212,3,3,3,4.454620361328125,3,4.209614276885986,0.24500608444213867
213,213,6,3,4,6.784308433532715,4,6.917527198791504,-0.13321876525878906
214,214,8,5,4,7.136068820953369,4,5.263129234313965,1.8729395866394043
215,215,3,4,9,3.280484199523926,9,1.6091080904006958,1.67137610912323
216,216,8,6,1,4.744963645935059,1,3.0350728034973145,1.7098908424377441
217,217,8,6,1,9.388051986694336,1,8.38967514038086,0.9983768463134766
218,218,7,4,6,4.6202898025512695,6,4.994631290435791,-0.3743414878845215
219,219,7,6,1,4.744963645935059,1,3.2205452919006348,1.5244183540344238
220,220,4,3,9,4.379611492156982,9,2.8851635456085205,1.494447946548462
221,221,11,6,5,9.476088523864746,5,11.103443145751951,-1.6273546218872053
222,222,13,12,4,12.516969680786133,4,11.221599578857422,1.295370101928711
223,223,15,7,4,16.18361473083496,4,13.76331901550293,2.4202957153320312
224,224,12,8,5,15.368955612182615,5,13.953330039978027,1.415625572204588
225,225,8,4,6,7.747103691101074,6,6.813385963439941,0.9337177276611328
226,226,13,6,8,13.349714279174805,8,12.43996524810791,0.9097490310668945
227,227,3,4,5,6.259262561798096,5,4.208232879638672,2.051029682159424
228,228,27,9,9,27.34936141967773,9,26.609262466430664,0.7400989532470668
229,229,2,3,9,4.379611492156982,9,2.0269696712493896,2.3526418209075928
230,230,14,7,5,12.506855010986328,5,11.131754875183104,1.3751001358032244
231,231,9,5,1,10.659725189208984,1,9.445393562316896,1.214331626892088
232,232,8,8,5,9.60838508605957,5,8.007587432861328,1.6007976531982422
233,233,1,2,1,3.666163206100464,1,1.424027919769287,2.2421352863311768
234,234,6,4,5,6.722591400146484,5,7.882286071777344,-1.1596946716308594
235,235,3,4,10,3.24265718460083,10,1.2177459001541138,2.0249112844467163
236,236,7,5,8,5.6610612869262695,8,4.151721954345703,1.5093393325805664
